id,name,group,groupLabel,groupNumber,order,image,card,sourceMark,sourceKind,region,regionCode,regionMotif,presentationLogo
simplifly_air,SimpliFly Air,prestige-budget-lcc,Prestige Budget / LCC,9,10,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/simplifly_air.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/simplifly_air.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/simplifly_air.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/simplifly_air.webp
greenleaf_airlines,GreenLeaf Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,11,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/greenleaf_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/greenleaf_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/greenleaf_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/greenleaf_airlines.webp
breezair,BreezAir,prestige-budget-lcc,Prestige Budget / LCC,9,12,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/breezair.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/breezair.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/breezair.png,completed-runtime-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/breezair.webp
sunpass_airlines,SunPass Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,13,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/sunpass_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/sunpass_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/sunpass_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/sunpass_airlines.webp
leanjet_air,LeanJet Air,prestige-budget-lcc,Prestige Budget / LCC,9,14,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/leanjet_air.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/leanjet_air.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/leanjet_air.png,completed-runtime-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/leanjet_air.webp
directfly_airlines,DirectFly Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,15,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/directfly_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/directfly_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/directfly_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/directfly_airlines.webp
purepath_air,PurePath Air,prestige-budget-lcc,Prestige Budget / LCC,9,16,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/purepath_air.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/purepath_air.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/purepath_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/purepath_air.webp
truenorth_airlines,TrueNorth Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,17,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/truenorth_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/truenorth_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/truenorth_airlines.png,reused-existing,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/truenorth_airlines.webp
easyspan_air,EasySpan Air,prestige-budget-lcc,Prestige Budget / LCC,9,18,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/easyspan_air.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/easyspan_air.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/easyspan_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/easyspan_air.webp
cleanroute_airlines,CleanRoute Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,19,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/cleanroute_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/cleanroute_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/cleanroute_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/cleanroute_airlines.webp
brightpath_air,BrightPath Air,prestige-budget-lcc,Prestige Budget / LCC,9,20,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/brightpath_air.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/brightpath_air.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/brightpath_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/brightpath_air.webp
openroute_airlines,OpenRoute Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,21,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/openroute_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/openroute_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/openroute_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/openroute_airlines.webp
flatfare_air,FlatFare Air,prestige-budget-lcc,Prestige Budget / LCC,9,22,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/flatfare_air.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/flatfare_air.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/flatfare_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/flatfare_air.webp
clearroute_airways,ClearRoute Airways,prestige-budget-lcc,Prestige Budget / LCC,9,23,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/clearroute_airways.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/clearroute_airways.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/clearroute_airways.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/clearroute_airways.webp
quickspan_airlines,QuickSpan Airlines,prestige-budget-lcc,Prestige Budget / LCC,9,24,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/quickspan_airlines.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/quickspan_airlines.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/quickspan_airlines.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/quickspan_airlines.webp
skipline_air,SkipLine Air,prestige-budget-lcc,Prestige Budget / LCC,9,25,/assets/airline-identities/approved-250/runtime-logos/prestige-budget-lcc/skipline_air.png,/assets/airline-identities/approved-250/cards/prestige-budget-lcc/skipline_air.webp,/assets/airline-identities/approved-250/source-marks/prestige-budget-lcc/skipline_air.png,completed-caption-safe-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/prestige-budget-lcc/skipline_air.webp
aurelius_air,Aurelius Air,luxury-ultra-premium,Luxury / Ultra-Premium,10,1,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/aurelius_air.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/aurelius_air.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/aurelius_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/aurelius_air.webp
cygnet_airways,Cygnet Airways,luxury-ultra-premium,Luxury / Ultra-Premium,10,2,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/cygnet_airways.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/cygnet_airways.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/cygnet_airways.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/cygnet_airways.webp
celeste_airlines,Celeste Airlines,luxury-ultra-premium,Luxury / Ultra-Premium,10,3,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/celeste_airlines.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/celeste_airlines.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/celeste_airlines.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/celeste_airlines.webp
peregrine_air,Peregrine Air,luxury-ultra-premium,Luxury / Ultra-Premium,10,4,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/peregrine_air.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/peregrine_air.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/peregrine_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/peregrine_air.webp
seraph_airways,Seraph Airways,luxury-ultra-premium,Luxury / Ultra-Premium,10,5,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/seraph_airways.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/seraph_airways.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/seraph_airways.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/seraph_airways.webp
vellum_airlines,Vellum Airlines,luxury-ultra-premium,Luxury / Ultra-Premium,10,6,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/vellum_airlines.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/vellum_airlines.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/vellum_airlines.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/vellum_airlines.webp
soleil_air,Soleil Air,luxury-ultra-premium,Luxury / Ultra-Premium,10,7,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/soleil_air.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/soleil_air.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/soleil_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/soleil_air.webp
mirage_airways,Mirage Airways,luxury-ultra-premium,Luxury / Ultra-Premium,10,8,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/mirage_airways.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/mirage_airways.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/mirage_airways.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/mirage_airways.webp
eclat_airlines,Éclat Airlines,luxury-ultra-premium,Luxury / Ultra-Premium,10,9,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/eclat_airlines.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/eclat_airlines.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/eclat_airlines.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/eclat_airlines.webp
cavalier_air,Cavalier Air,luxury-ultra-premium,Luxury / Ultra-Premium,10,10,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/cavalier_air.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/cavalier_air.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/cavalier_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/cavalier_air.webp
obsidian_sky,Obsidian Sky,luxury-ultra-premium,Luxury / Ultra-Premium,10,11,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/obsidian_sky.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/obsidian_sky.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/obsidian_sky.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/obsidian_sky.webp
veridian_airways,Veridian Airways,luxury-ultra-premium,Luxury / Ultra-Premium,10,12,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/veridian_airways.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/veridian_airways.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/veridian_airways.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/veridian_airways.webp
cereste_airlines,Cereste Airlines,luxury-ultra-premium,Luxury / Ultra-Premium,10,13,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/cereste_airlines.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/cereste_airlines.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/cereste_airlines.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/cereste_airlines.webp
altesse_air,Altesse Air,luxury-ultra-premium,Luxury / Ultra-Premium,10,14,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/altesse_air.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/altesse_air.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/altesse_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/altesse_air.webp
enclave_airways,Enclave Airways,luxury-ultra-premium,Luxury / Ultra-Premium,10,15,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/enclave_airways.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/enclave_airways.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/enclave_airways.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/enclave_airways.webp
hallmark_airlines,Hallmark Airlines,luxury-ultra-premium,Luxury / Ultra-Premium,10,16,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/hallmark_airlines.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/hallmark_airlines.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/hallmark_airlines.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/hallmark_airlines.webp
reverie_air,Reverie Air,luxury-ultra-premium,Luxury / Ultra-Premium,10,17,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/reverie_air.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/reverie_air.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/reverie_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/reverie_air.webp
dossier_airways,Dossier Airways,luxury-ultra-premium,Luxury / Ultra-Premium,10,18,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/dossier_airways.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/dossier_airways.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/dossier_airways.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/dossier_airways.webp
astral_class_air,Astral Class Air,luxury-ultra-premium,Luxury / Ultra-Premium,10,19,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/astral_class_air.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/astral_class_air.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/astral_class_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/astral_class_air.webp
chambre_airlines,Chambre Airlines,luxury-ultra-premium,Luxury / Ultra-Premium,10,20,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/chambre_airlines.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/chambre_airlines.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/chambre_airlines.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/chambre_airlines.webp
atelier_airways,Atelier Airways,luxury-ultra-premium,Luxury / Ultra-Premium,10,21,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/atelier_airways.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/atelier_airways.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/atelier_airways.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/atelier_airways.webp
riviera_air,Riviera Air,luxury-ultra-premium,Luxury / Ultra-Premium,10,22,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/riviera_air.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/riviera_air.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/riviera_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/riviera_air.webp
consul_airlines,Consul Airlines,luxury-ultra-premium,Luxury / Ultra-Premium,10,23,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/consul_airlines.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/consul_airlines.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/consul_airlines.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/consul_airlines.webp
paragon_airways,Paragon Airways,luxury-ultra-premium,Luxury / Ultra-Premium,10,24,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/paragon_airways.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/paragon_airways.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/paragon_airways.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/paragon_airways.webp
sanctum_air,Sanctum Air,luxury-ultra-premium,Luxury / Ultra-Premium,10,25,/assets/airline-identities/approved-250/runtime-logos/luxury-ultra-premium/sanctum_air.png,/assets/airline-identities/approved-250/cards/luxury-ultra-premium/sanctum_air.webp,/assets/airline-identities/approved-250/source-marks/luxury-ultra-premium/sanctum_air.png,completed-procedural,Global,GLB,category-led,/assets/airline-identities/approved-250/logos/luxury-ultra-premium/sanctum_air.webp
